,round,attendance,Capacity,inConstruction,rank,rank_opp,goal_diff,pts_l1m,pts_l2m,pts_l3m,pts_l4m,pts_l5m,pts_l6m,pts_l7m,pts_l8m,pts_l9m,pts_l10m,gs_l1m,gs_l2m,gs_l3m,gs_l4m,gs_l5m,gs_l6m,gs_l7m,gs_l8m,gs_l9m,gs_l10m,gd_l1m,gd_l2m,gd_l3m,gd_l4m,gd_l5m,gd_l6m,gd_l7m,gd_l8m,gd_l9m,gd_l10m,rank_diff,final_round,own_city,hour_dec,cloudcover_avg2h,tempC_avg2h,precip_sum2h,cloudcover_avg3h,tempC_avg3h,precip_sum3h,cloudcover_avg4h,tempC_avg4h,precip_sum4h,cloudcover_avg5h,tempC_avg5h,precip_sum5h,cloudcover_avg6h,tempC_avg6h,precip_sum6h,cloudcover_avg7h,tempC_avg7h,precip_sum7h,cloudcover_avg8h,tempC_avg8h,precip_sum8h,cloudcover_avg9h,tempC_avg9h,precip_sum9h,cloudcover_avg10h,tempC_avg10h,precip_sum10h,cloudcover_avg11h,tempC_avg11h,precip_sum11h,cloudcover_avg12h,tempC_avg12h,precip_sum12h,home_team_Arka Gdynia,home_team_Cracovia Kraków,home_team_GKS Bełchatów,home_team_Górnik Zabrze,home_team_Górnik Łęczna,home_team_Jagiellonia Białystok,home_team_Korona Kielce,home_team_Lech Poznań,home_team_Lechia Gdańsk,home_team_Legia Warszawa,home_team_Miedź Legnica,home_team_Piast Gliwice,home_team_Podbeskidzie Bielsko-Biała,home_team_Pogoń Szczecin,home_team_Raków Częstochowa,home_team_Ruch Chorzów,home_team_Sandecja Nowy Sącz,home_team_Termalica Nieciecza,home_team_Widzew Łódź,home_team_Wisła Kraków,home_team_Wisła Płock,home_team_Zagłębie Lubin,home_team_Zagłębie Sosnowiec,home_team_Zawisza Bydgoszcz,home_team_ŁKS Łódź,home_team_Śląsk Wrocław,away_team_Arka Gdynia,away_team_Cracovia Kraków,away_team_GKS Bełchatów,away_team_Górnik Zabrze,away_team_Górnik Łęczna,away_team_Jagiellonia Białystok,away_team_Korona Kielce,away_team_Lech Poznań,away_team_Lechia Gdańsk,away_team_Legia Warszawa,away_team_Miedź Legnica,away_team_Piast Gliwice,away_team_Podbeskidzie Bielsko-Biała,away_team_Pogoń Szczecin,away_team_Raków Częstochowa,away_team_Ruch Chorzów,away_team_Sandecja Nowy Sącz,away_team_Termalica Nieciecza,away_team_Widzew Łódź,away_team_Wisła Kraków,away_team_Wisła Płock,away_team_Zagłębie Lubin,away_team_Zagłębie Sosnowiec,away_team_Zawisza Bydgoszcz,away_team_ŁKS Łódź,away_team_Śląsk Wrocław,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday
126,16,3739,4197,1,3.0,1.0,5.0,3.0,4.0,4.0,7.0,7.0,10.0,11.0,14.0,15.0,15.0,1.0,2.0,2.0,3.0,4.0,7.0,8.0,9.0,10.0,11.0,1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,-2.0,0,1,17.5,7.5,5.0,0.0,7.67,5.33,0.0,8.25,5.5,0.0,9.0,5.6,0.0,9.67,5.67,0.0,10.29,5.57,0.0,10.75,5.5,0.0,11.22,5.33,0.0,11.9,5.2,0.0,12.64,5.09,0.0,13.5,4.92,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
127,16,13155,45105,0,5.0,15.0,7.0,3.0,6.0,9.0,9.0,10.0,10.0,11.0,12.0,13.0,14.0,1.0,4.0,6.0,6.0,7.0,7.0,11.0,11.0,12.0,13.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,10.0,0,1,17.5,56.0,8.0,0.0,55.33,8.33,0.0,54.0,8.5,0.0,52.4,8.6,0.0,50.67,8.83,0.0,49.0,8.86,0.0,47.5,8.75,0.0,46.11,8.56,0.0,45.2,8.4,0.0,44.73,8.18,0.0,44.58,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
128,17,5072,15139,0,14.0,1.0,-13.0,0.0,3.0,3.0,3.0,4.0,4.0,5.0,8.0,8.0,11.0,0.0,1.0,1.0,2.0,4.0,5.0,5.0,9.0,9.0,10.0,-2.0,-1.0,-2.0,-3.0,-3.0,-6.0,-6.0,-3.0,-5.0,-4.0,-13.0,0,1,15.0,5.5,4.0,0.0,5.67,4.0,-0.0,6.0,4.25,-0.0,7.8,4.2,-0.0,10.33,4.17,-0.0,13.29,4.14,-0.0,17.62,4.12,-0.0,22.78,4.11,-0.0,28.5,4.0,-0.0,33.36,4.0,-0.0,37.58,4.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
129,17,14119,31103,0,4.0,13.0,12.0,0.0,3.0,6.0,9.0,12.0,12.0,12.0,15.0,16.0,19.0,1.0,6.0,7.0,11.5,12.5,16.0,17.0,19.0,19.0,22.0,-2.0,2.0,3.0,8.0,9.5,9.0,8.0,9.0,9.0,11.0,9.0,0,1,20.0,13.5,1.0,0.0,15.0,1.33,0.0,15.5,1.5,0.0,15.8,1.8,0.0,16.0,2.0,0.0,16.29,2.14,0.0,16.62,2.25,0.0,16.89,2.44,0.0,17.9,2.5,0.0,19.45,2.55,0.0,21.42,2.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
130,17,5160,5700,0,15.0,3.0,-13.0,0.0,0.0,0.0,3.0,4.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,3.0,4.0,8.0,9.0,10.0,10.0,11.0,-2.0,-3.0,-5.0,-3.0,-3.0,0.0,-2.0,-5.0,-6.0,-7.0,-12.0,0,1,15.0,71.5,3.0,0.0,71.0,3.0,0.0,70.5,3.0,0.1,71.6,2.8,0.2,73.33,2.67,0.2,75.57,2.43,0.2,77.5,2.25,0.2,79.22,2.11,0.2,80.8,2.0,0.2,81.73,1.91,0.2,82.25,1.83,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
131,17,4006,9913,0,5.0,2.0,5.0,0.0,3.0,4.0,7.0,10.0,13.0,14.0,17.0,17.0,17.0,0.0,3.0,4.0,5.0,7.0,9.0,9.0,11.0,11.0,12.0,-3.0,-1.0,-1.0,0.0,1.0,3.0,3.0,4.0,2.0,1.0,-3.0,0,1,17.5,8.0,1.5,0.0,10.0,2.0,0.0,14.0,2.25,0.0,19.0,2.4,0.0,24.5,2.5,0.0,30.29,2.43,0.0,36.25,2.25,0.0,42.33,2.11,0.0,47.2,2.0,0.0,51.27,1.91,0.0,54.67,1.83,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
132,17,2381,5264,0,11.0,7.0,-7.0,0.0,1.0,4.0,4.0,7.0,10.0,10.0,10.0,13.0,13.0,0.0,2.0,3.0,3.0,4.0,6.0,7.0,8.0,10.0,11.0,-3.0,-3.0,-2.0,-4.0,-3.0,-2.0,-3.0,-4.0,-2.0,-4.0,-4.0,0,0,12.5,78.0,2.5,0.0,78.33,2.33,0.0,78.5,2.0,0.0,78.8,1.8,0.0,79.17,1.67,0.0,79.57,1.57,0.0,80.62,1.5,0.0,82.11,1.44,0.0,83.9,1.4,0.0,85.36,1.36,0.0,86.58,1.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
133,17,10089,33130,0,16.0,8.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,8.0,-1.0,-2.0,-3.0,-8.0,-10.5,-12.0,-12.0,-12.0,-13.25,-15.0,-8.0,0,1,17.5,82.0,1.5,0.0,88.0,1.67,0.0,90.5,1.75,0.0,91.6,1.8,0.0,91.83,1.83,0.0,91.29,1.86,0.0,90.12,1.75,0.0,88.56,1.67,0.0,87.0,1.5,0.0,85.45,1.36,0.0,83.92,1.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
134,17,4501,10978,0,6.0,9.0,-2.0,1.0,2.0,2.0,5.0,8.0,11.0,14.0,17.0,17.0,20.0,2.0,2.0,3.0,6.0,7.0,11.0,13.0,15.0,15.0,17.0,0.0,0.0,-2.0,0.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,0,1,20.5,80.5,3.5,0.0,77.67,4.0,0.0,75.25,4.25,-0.0,73.2,4.4,-0.0,71.17,4.67,-0.0,68.86,4.86,-0.0,66.25,5.12,0.1,63.56,5.44,0.2,63.0,5.7,0.3,64.0,5.91,0.4,66.17,6.17,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
135,17,2212,16068,0,10.0,12.0,0.0,0.0,1.0,1.0,4.0,4.0,7.0,10.0,11.0,14.0,14.0,0.0,2.0,2.0,4.0,4.0,6.0,9.0,13.0,18.0,20.0,-2.0,-2.0,-3.0,-2.0,-3.0,-2.0,0.0,0.0,5.0,3.0,2.0,0,1,18.0,81.5,4.5,0.0,81.67,4.67,-0.0,81.75,5.0,-0.0,81.8,5.2,0.0,81.83,5.5,0.0,81.86,5.71,0.1,82.62,5.88,0.2,83.89,6.11,0.4,85.5,6.3,0.7,86.82,6.45,0.9,87.92,6.58,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
136,18,7238,15114,0,4.0,11.0,9.0,0.0,3.0,4.0,7.0,10.0,10.0,11.0,14.0,14.0,17.0,0.0,2.0,2.0,3.0,5.0,7.0,8.0,9.0,10.0,12.0,-1.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,7.0,0,1,12.5,100.0,8.0,0.0,100.0,8.0,0.0,100.0,7.75,0.0,100.0,7.6,0.0,100.0,7.5,0.0,100.0,7.43,0.0,100.0,7.25,0.0,100.0,7.11,0.0,100.0,7.0,0.0,100.0,6.91,0.0,100.0,6.83,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
137,18,9612,24563,0,12.0,16.0,-7.0,0.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,6.0,7.0,0.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,9.0,-2.0,-2.0,-6.0,-6.0,-6.0,-6.0,-6.0,-8.0,-8.0,-8.0,4.0,0,1,20.5,75.5,-1.5,0.0,69.67,-1.0,0.0,62.5,-0.75,0.0,54.8,-0.6,0.0,47.0,-0.33,0.0,41.0,-0.14,0.0,36.25,0.0,0.0,32.33,0.11,0.0,29.3,0.1,0.0,27.0,0.09,0.0,25.17,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
138,18,4511,22409,0,8.0,10.0,6.0,0.0,3.0,3.0,6.0,6.0,9.0,10.0,10.0,11.0,12.0,1.0,3.0,4.0,6.0,7.0,10.0,11.0,13.0,14.0,14.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,0,1,15.0,100.0,4.0,0.2,100.0,3.67,0.2,100.0,3.5,0.3,99.4,3.2,0.4,98.67,3.0,0.4,97.71,2.71,0.4,96.0,2.5,0.4,93.67,2.22,0.4,91.0,2.0,0.4,88.36,1.82,0.4,85.83,1.67,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
139,18,3472,15550,0,13.0,14.0,-13.0,0.0,3.0,4.0,7.0,7.0,7.0,7.0,10.0,10.0,11.0,0.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,6.0,7.0,-4.0,-1.0,-1.0,0.0,-1.0,-2.0,-5.0,-4.0,-6.0,-6.0,1.0,0,1,18.0,19.5,0.0,0.0,16.33,0.33,0.0,13.0,0.5,0.0,10.8,0.6,0.0,9.17,0.83,0.0,7.86,1.0,0.0,6.88,1.0,0.0,6.11,1.0,0.0,5.5,0.9,0.0,5.0,0.73,0.0,4.58,0.58,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
140,18,9830,42837,0,9.0,15.0,11.0,3.0,6.0,7.0,8.0,8.0,8.0,11.0,14.0,15.0,15.0,2.0,5.0,5.0,6.0,7.0,8.0,12.0,15.0,16.0,17.0,2.0,5.0,5.0,5.0,4.0,3.0,7.0,9.0,9.0,8.0,6.0,0,1,17.5,100.0,8.0,1.0,100.0,8.0,1.4,100.0,8.0,1.7,100.0,8.0,1.8,100.0,8.0,2.0,100.0,7.86,2.1,100.0,7.75,2.4,100.0,7.67,3.0,100.0,7.5,3.5,100.0,7.36,4.2,100.0,7.25,5.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
141,18,7021,41620,0,6.0,7.0,5.0,3.0,6.0,6.0,6.0,7.0,8.0,8.0,11.0,14.0,17.0,1.0,4.0,4.0,4.0,5.0,7.0,8.0,10.0,12.0,14.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,0,1,20.0,66.5,6.0,0.2,64.33,6.33,0.5,65.25,6.5,0.7,67.6,6.6,0.9,70.5,6.67,1.3,73.29,6.71,1.6,76.0,6.75,1.9,78.67,6.78,2.5,80.8,6.7,3.0,82.55,6.64,3.2,84.0,6.5,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
142,18,3486,4197,1,2.0,5.0,7.0,1.0,4.0,7.0,8.0,8.0,11.0,11.0,14.0,15.0,18.0,1.0,4.0,5.0,6.0,6.0,7.0,8.0,11.0,12.0,13.0,0.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,0,1,15.0,99.5,9.0,0.5,99.0,8.67,0.5,98.5,8.5,0.5,98.0,8.4,0.5,97.67,8.17,0.5,97.29,7.86,0.5,97.12,7.62,0.5,97.22,7.44,0.5,97.5,7.3,0.5,97.73,7.18,0.5,97.92,7.17,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
143,18,31819,45105,0,1.0,3.0,11.0,3.0,6.0,9.0,11.5,15.0,15.0,16.0,16.0,17.0,18.0,3.0,5.0,6.0,9.0,11.0,11.0,12.0,12.0,16.0,16.0,3.0,4.0,5.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,2.0,0,1,17.5,81.5,6.5,0.0,78.0,7.0,0.0,74.25,7.25,0.0,70.4,7.4,0.0,66.5,7.5,0.0,63.0,7.43,0.0,59.75,7.38,0.0,56.67,7.22,0.0,55.1,7.1,0.0,54.64,6.91,0.0,55.0,6.75,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
144,19,3820,15139,0,13.0,10.0,-12.0,3.0,4.0,4.0,7.0,7.0,7.0,8.0,8.0,9.0,12.0,1.0,2.0,2.0,3.0,3.0,4.0,6.0,7.0,7.0,11.0,1.0,1.0,-1.0,0.0,-1.0,-2.0,-2.0,-5.0,-5.0,-2.0,-3.0,0,1,18.0,100.0,1.5,1.4,100.0,2.0,1.5,100.0,2.25,1.7,100.0,2.4,1.8,100.0,2.67,1.8,100.0,2.86,1.8,99.75,2.88,1.8,99.33,2.89,1.9,98.8,2.9,2.0,98.18,2.82,2.1,97.5,2.75,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
145,19,5973,22409,0,9.0,5.0,5.0,0.0,0.0,3.0,3.0,6.0,6.0,9.0,10.0,10.0,11.0,0.0,1.0,3.0,4.0,6.0,7.0,10.0,11.0,13.0,14.0,-1.0,-2.0,0.0,-2.0,0.0,-2.0,-1.0,-1.0,-2.0,-2.0,-4.0,0,1,17.5,93.5,4.5,0.9,91.33,4.67,1.3,89.0,4.75,1.6,86.6,4.6,1.6,84.17,4.5,1.6,82.43,4.43,1.6,81.12,4.25,1.6,80.11,4.11,1.6,78.2,4.0,1.6,75.64,3.82,1.6,72.58,3.67,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
146,19,4728,15550,0,14.0,4.0,-14.0,0.0,0.0,3.0,4.0,7.0,7.0,7.0,7.0,10.0,10.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,6.0,-1.0,-5.0,-2.0,-2.0,-1.0,-2.0,-3.0,-6.0,-5.0,-7.0,-10.0,0,1,15.0,55.5,7.0,0.0,54.33,6.67,0.0,53.0,6.5,0.0,50.8,6.2,0.0,48.17,6.0,0.0,45.29,5.71,0.0,44.12,5.5,0.0,44.0,5.22,0.0,44.7,5.0,0.0,45.82,4.82,0.0,47.25,4.67,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
147,19,15612,31103,0,2.0,8.0,19.0,3.0,6.0,6.0,9.0,12.0,15.0,18.0,18.0,18.0,21.0,3.0,7.0,8.0,11.5,12.5,16.0,17.0,20.5,20.0,23.5,3.0,5.5,5.0,8.0,9.5,12.0,12.0,12.0,12.75,16.0,6.0,0,1,20.0,92.5,0.5,0.0,90.0,1.0,0.0,86.0,1.5,0.0,81.2,2.0,0.0,76.0,2.5,0.0,72.71,2.86,0.0,70.62,3.12,0.0,69.22,3.33,0.0,69.0,3.5,0.0,69.55,3.55,0.0,70.75,3.58,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
148,19,3892,9913,0,7.0,15.0,1.0,0.0,0.0,0.0,3.0,4.0,7.0,10.0,13.0,14.0,17.0,0.0,0.0,0.0,3.0,4.0,5.0,7.0,9.0,9.0,11.0,-1.0,-4.0,-7.0,-5.0,-5.0,-4.0,-3.0,-1.0,-1.0,0.0,8.0,0,1,12.5,75.0,8.5,0.0,68.67,8.0,0.0,62.25,7.75,0.0,58.0,7.4,0.0,54.83,7.0,0.0,52.29,6.57,0.0,51.0,6.25,0.0,50.67,6.0,0.0,50.9,5.8,0.0,50.55,5.55,0.0,49.75,5.33,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
149,19,2275,5264,0,11.0,12.0,-9.0,0.0,3.0,3.0,4.0,7.0,7.0,10.0,13.0,13.0,13.0,0.0,2.0,2.0,4.0,5.0,5.0,6.0,8.0,9.0,10.0,-3.0,-2.0,-5.0,-5.0,-4.0,-6.0,-5.0,-4.0,-5.0,-6.0,1.0,0,0,15.0,65.5,4.5,0.0,58.0,4.67,0.0,50.5,4.75,0.0,48.2,4.6,0.0,48.67,4.5,0.0,50.57,4.29,0.0,52.5,4.12,0.0,54.33,4.0,0.0,56.1,3.8,0.0,56.0,3.64,0.0,54.5,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
150,19,0,45105,0,3.0,6.0,8.0,0.0,3.0,6.0,9.0,12.0,15.0,15.0,16.0,16.0,17.0,0.0,3.0,5.0,6.0,9.0,11.0,11.0,12.0,12.0,16.0,-3.0,0.0,1.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,0,1,17.5,97.0,6.0,0.4,97.33,6.0,0.7,94.75,6.0,0.9,91.0,6.0,0.9,86.67,5.83,0.9,81.86,5.71,0.9,76.75,5.62,0.9,71.44,5.44,0.9,68.6,5.3,0.9,67.64,5.18,0.9,68.08,5.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
151,19,10523,33130,0,16.0,1.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,-2.0,-3.0,-4.0,-5.0,-6.0,-12.0,-12.0,-12.0,-13.25,-16.0,-15.0,0,1,20.5,84.0,-1.5,0.0,80.0,-1.0,0.0,74.75,-0.5,0.0,68.8,-0.2,0.0,62.67,0.0,0.0,57.71,0.14,0.0,53.62,0.38,0.0,50.0,0.56,0.0,47.3,0.6,0.0,45.27,0.64,0.0,43.67,0.67,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
152,20,7836,15114,0,4.0,3.0,11.0,0.0,3.0,3.0,6.0,7.0,10.0,13.0,13.0,14.0,17.0,0.0,3.0,3.0,5.0,5.0,6.0,8.0,10.0,11.0,12.0,-1.0,2.0,1.0,3.0,3.0,4.0,6.0,5.0,5.0,6.0,-1.0,0,1,18.0,66.5,7.0,0.0,57.0,7.0,0.0,47.5,7.0,0.0,40.8,7.0,0.0,35.5,7.0,0.0,31.0,7.0,0.0,27.62,7.0,0.0,25.11,6.89,0.0,23.2,6.7,0.0,21.73,6.55,0.0,20.58,6.33,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
153,20,10025,24563,0,12.0,8.0,-6.0,0.0,3.0,3.0,4.0,4.0,5.0,6.0,7.0,8.0,8.0,1.0,5.0,5.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,-1.0,1.0,-1.0,-1.0,-5.0,-5.0,-5.0,-5.0,-5.0,-7.0,-4.0,0,1,20.0,100.0,8.0,2.3,100.0,8.0,2.8,98.25,8.0,3.2,95.8,8.2,3.2,93.0,8.33,3.2,88.86,8.43,3.2,83.88,8.62,3.2,78.33,8.78,3.2,73.7,8.8,3.2,69.82,8.82,3.2,66.42,8.83,3.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
