,round,attendance,Capacity,inConstruction,rank,rank_opp,goal_diff,pts_l1m,pts_l2m,pts_l3m,pts_l4m,pts_l5m,pts_l6m,pts_l7m,pts_l8m,pts_l9m,pts_l10m,gs_l1m,gs_l2m,gs_l3m,gs_l4m,gs_l5m,gs_l6m,gs_l7m,gs_l8m,gs_l9m,gs_l10m,gd_l1m,gd_l2m,gd_l3m,gd_l4m,gd_l5m,gd_l6m,gd_l7m,gd_l8m,gd_l9m,gd_l10m,rank_diff,final_round,own_city,hour_dec,cloudcover_avg2h,tempC_avg2h,precip_sum2h,cloudcover_avg3h,tempC_avg3h,precip_sum3h,cloudcover_avg4h,tempC_avg4h,precip_sum4h,cloudcover_avg5h,tempC_avg5h,precip_sum5h,cloudcover_avg6h,tempC_avg6h,precip_sum6h,cloudcover_avg7h,tempC_avg7h,precip_sum7h,cloudcover_avg8h,tempC_avg8h,precip_sum8h,cloudcover_avg9h,tempC_avg9h,precip_sum9h,cloudcover_avg10h,tempC_avg10h,precip_sum10h,cloudcover_avg11h,tempC_avg11h,precip_sum11h,cloudcover_avg12h,tempC_avg12h,precip_sum12h,home_team_Arka Gdynia,home_team_Cracovia Kraków,home_team_GKS Bełchatów,home_team_Górnik Zabrze,home_team_Górnik Łęczna,home_team_Jagiellonia Białystok,home_team_Korona Kielce,home_team_Lech Poznań,home_team_Lechia Gdańsk,home_team_Legia Warszawa,home_team_Miedź Legnica,home_team_Piast Gliwice,home_team_Podbeskidzie Bielsko-Biała,home_team_Pogoń Szczecin,home_team_Raków Częstochowa,home_team_Ruch Chorzów,home_team_Sandecja Nowy Sącz,home_team_Termalica Nieciecza,home_team_Widzew Łódź,home_team_Wisła Kraków,home_team_Wisła Płock,home_team_Zagłębie Lubin,home_team_Zagłębie Sosnowiec,home_team_Zawisza Bydgoszcz,home_team_ŁKS Łódź,home_team_Śląsk Wrocław,away_team_Arka Gdynia,away_team_Cracovia Kraków,away_team_GKS Bełchatów,away_team_Górnik Zabrze,away_team_Górnik Łęczna,away_team_Jagiellonia Białystok,away_team_Korona Kielce,away_team_Lech Poznań,away_team_Lechia Gdańsk,away_team_Legia Warszawa,away_team_Miedź Legnica,away_team_Piast Gliwice,away_team_Podbeskidzie Bielsko-Biała,away_team_Pogoń Szczecin,away_team_Raków Częstochowa,away_team_Ruch Chorzów,away_team_Sandecja Nowy Sącz,away_team_Termalica Nieciecza,away_team_Widzew Łódź,away_team_Wisła Kraków,away_team_Wisła Płock,away_team_Zagłębie Lubin,away_team_Zagłębie Sosnowiec,away_team_Zawisza Bydgoszcz,away_team_ŁKS Łódź,away_team_Śląsk Wrocław,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday
1254,16,2616,4600,0,10.0,1.0,-3.0,0.0,3.0,3.0,4.0,5.0,6.0,7.0,10.0,13.0,13.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,7.0,10.0,11.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,1.0,-2.0,-9.0,0,1,18.0,100.0,7.0,-0.0,100.0,7.0,-0.0,100.0,7.25,-0.0,100.0,7.4,-0.0,100.0,7.5,-0.0,100.0,7.57,-0.0,99.38,7.62,-0.0,98.33,7.67,0.1,96.9,7.7,0.3,96.27,7.73,0.5,96.17,7.83,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1255,16,6122,8500,1,16.0,5.0,-9.0,0.0,1.0,1.0,2.0,3.0,4.0,7.0,7.0,8.0,9.0,0.0,1.0,1.0,2.0,4.0,5.0,7.0,7.0,8.0,10.0,-1.0,-1.0,-3.0,-3.0,-3.0,-3.0,-1.0,-2.0,-2.0,-2.0,-11.0,0,1,20.5,100.0,6.0,0.8,100.0,6.0,0.8,98.75,6.25,0.8,96.8,6.4,0.8,94.67,6.5,0.9,93.86,6.71,0.9,94.0,6.88,0.9,94.67,7.11,0.9,94.1,7.2,0.9,92.64,7.27,0.9,90.5,7.33,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1256,17,5268,42771,0,15.0,6.0,-9.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,0.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,7.0,9.0,-1.0,-4.0,-4.0,-5.0,-6.0,-6.0,-7.0,-9.0,-7.0,-9.0,-9.0,0,1,20.5,89.5,2.5,0.0,93.0,2.33,0.0,87.0,2.0,0.0,77.0,1.8,0.0,65.17,1.67,0.0,57.0,1.71,0.0,51.0,1.88,0.0,46.56,2.11,0.0,42.9,2.2,0.0,39.73,2.27,0.0,36.92,2.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1257,17,4331,15550,0,7.0,9.0,-1.0,0.0,3.0,3.0,6.0,9.0,10.0,11.0,11.0,12.0,13.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,2.0,0,1,18.0,12.5,-3.0,0.0,13.0,-3.0,0.0,13.5,-3.0,0.0,13.6,-2.8,0.0,13.67,-2.5,0.0,13.71,-2.14,0.0,14.12,-2.0,0.0,14.89,-1.89,0.0,15.8,-1.8,0.0,16.64,-1.82,0.0,17.42,-1.92,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1258,17,2848,4600,0,11.0,12.0,-5.0,0.0,0.0,3.0,3.0,4.0,5.0,6.0,7.0,10.0,13.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,7.0,10.0,13.0,-2.0,-4.0,-3.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.0,-1.0,1.0,0,1,18.0,27.0,1.5,0.0,32.33,1.67,0.0,37.75,1.75,0.0,44.0,2.0,0.0,50.67,2.33,0.0,57.43,2.57,0.0,62.5,2.75,0.0,66.33,2.89,0.0,69.4,2.9,0.0,72.0,2.91,0.0,74.25,2.92,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1259,17,4325,8500,1,16.0,8.0,-9.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,8.0,8.0,9.0,1.0,1.0,2.0,2.0,3.0,5.0,6.0,8.0,8.0,9.0,0.0,-1.0,-1.0,-3.0,-3.0,-3.0,-3.0,-1.0,-2.0,-2.0,-8.0,0,1,15.5,49.5,0.0,0.0,49.0,0.33,0.0,48.5,0.5,0.0,46.0,0.6,0.0,42.67,0.5,0.0,38.71,0.43,0.0,36.12,0.25,0.0,34.33,0.0,0.0,33.2,-0.2,0.0,32.36,-0.36,0.0,31.67,-0.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1260,17,8073,10037,0,1.0,5.0,12.0,3.0,6.0,9.0,9.0,10.0,13.0,16.0,19.0,19.0,22.0,5.0,7.0,8.0,9.0,11.0,12.0,14.0,16.0,17.0,20.0,2.0,4.0,6.0,5.0,5.0,6.0,7.0,8.0,6.0,9.0,4.0,0,1,20.5,15.5,-2.0,0.0,16.33,-2.0,0.0,17.5,-1.75,0.0,18.8,-1.6,0.0,20.17,-1.5,0.0,21.14,-1.29,0.0,21.88,-1.0,0.0,22.44,-0.67,0.0,22.9,-0.4,0.0,23.36,-0.27,0.0,23.83,-0.17,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1261,17,20094,33130,0,4.0,3.0,13.0,1.0,4.0,5.0,8.0,9.0,9.0,10.0,13.0,13.0,16.0,1.0,4.0,4.0,8.0,8.0,8.0,8.0,14.0,14.0,18.0,0.0,2.0,2.0,5.0,5.0,4.0,4.0,10.0,9.0,11.0,-1.0,0,1,18.0,100.0,8.0,-0.0,100.0,8.0,-0.0,100.0,8.0,-0.0,100.0,8.0,-0.0,100.0,8.0,-0.0,100.0,8.0,-0.0,100.0,7.88,-0.0,100.0,7.78,-0.0,100.0,7.6,-0.0,100.0,7.45,-0.0,100.0,7.25,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1262,17,6368,6962,1,10.0,2.0,-8.0,0.0,3.0,4.0,7.0,8.0,9.0,12.0,12.0,15.0,16.0,1.0,3.0,4.0,6.0,8.0,8.0,10.0,10.0,11.0,12.0,-1.0,1.0,1.0,3.0,3.0,3.0,4.0,-2.0,-1.0,-1.0,-8.0,0,1,15.5,97.0,2.0,0.0,94.33,2.0,0.0,91.5,2.25,0.0,84.8,2.2,0.0,76.0,2.0,0.0,66.14,1.86,0.0,59.0,1.62,0.0,53.67,1.33,0.0,49.5,1.0,0.0,48.09,0.82,0.0,48.67,0.67,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1263,17,14260,42105,0,13.0,14.0,-1.0,0.0,0.0,0.0,3.0,4.0,7.0,10.0,10.0,11.0,12.0,0.0,2.0,3.0,4.0,5.0,8.0,11.0,12.0,12.0,13.0,-3.0,-4.0,-6.0,-5.0,-5.0,-2.0,0.0,-1.0,-1.0,-1.0,1.0,0,1,15.5,98.0,4.5,0.0,98.0,4.33,0.0,98.0,4.25,0.0,97.4,4.0,0.0,96.33,3.83,0.0,95.14,3.57,0.0,92.38,3.38,0.0,88.67,3.11,0.0,84.2,2.9,0.0,80.36,2.73,0.0,77.0,2.58,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1264,18,3214,18027,0,5.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,9.0,10.0,13.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,6.0,7.0,10.0,0.0,-2.0,-3.0,-3.0,-6.0,-6.0,-4.0,-3.0,-3.0,-1.0,9.0,0,1,18.0,93.0,8.5,-0.0,90.0,8.67,-0.0,87.0,8.75,-0.0,86.6,8.8,-0.0,87.67,8.83,-0.0,89.43,8.86,-0.0,90.75,8.88,-0.0,91.78,8.78,-0.0,92.6,8.6,-0.0,93.27,8.36,-0.0,93.83,8.08,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1265,18,2106,4600,0,10.0,15.0,-3.0,3.0,3.0,3.0,6.0,6.0,7.0,8.0,9.0,10.0,13.0,2.0,5.0,5.0,6.0,6.0,6.0,7.0,8.0,9.0,12.0,2.0,0.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,5.0,0,1,18.0,93.5,4.0,0.0,94.67,4.0,0.0,96.0,4.0,0.1,96.8,4.2,0.1,97.33,4.33,0.1,97.71,4.43,0.1,98.0,4.5,0.1,98.22,4.67,0.5,98.4,4.8,1.2,98.55,4.91,1.8,98.67,5.08,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1266,18,8181,31103,0,2.0,9.0,16.0,1.0,4.0,7.0,10.0,10.0,13.0,14.0,15.0,18.0,19.0,2.0,3.0,4.0,7.0,7.0,10.0,12.0,13.0,17.0,19.0,0.0,1.0,2.0,4.0,3.0,5.0,5.0,5.0,8.0,8.0,7.0,0,1,18.0,44.5,3.0,0.0,45.0,3.0,0.0,45.5,3.0,0.0,44.6,3.2,0.0,43.17,3.33,0.0,41.29,3.43,0.0,40.62,3.5,0.0,40.78,3.44,0.0,41.5,3.4,0.0,42.91,3.36,0.0,44.83,3.25,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1267,18,13279,41609,0,12.0,4.0,-5.0,3.0,6.0,9.0,10.0,13.0,14.0,14.0,15.0,15.0,15.0,1.0,3.0,6.0,7.0,8.0,10.0,12.0,13.0,13.0,13.0,1.0,3.0,5.0,5.0,6.0,6.0,3.0,3.0,2.0,1.0,-8.0,0,1,20.5,100.0,6.5,-0.0,100.0,7.0,-0.0,100.0,7.25,-0.0,100.0,7.4,0.0,100.0,7.5,0.0,100.0,7.43,0.0,100.0,7.25,0.0,100.0,7.0,0.0,100.0,6.8,0.0,100.0,6.55,0.2,100.0,6.33,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1268,18,6486,15016,0,3.0,11.0,12.0,3.0,6.0,9.0,9.0,12.0,12.0,15.0,18.0,18.0,18.0,2.0,5.0,8.0,9.0,12.5,14.0,17.0,20.5,20.0,23.5,1.0,4.0,7.0,6.0,9.0,7.0,10.0,11.0,9.0,8.0,8.0,0,1,20.5,79.5,9.0,-0.0,79.0,9.0,-0.0,80.25,9.0,-0.0,82.0,9.0,-0.0,84.17,9.0,-0.0,85.43,9.0,-0.0,86.25,9.12,-0.0,86.67,9.22,-0.0,86.7,9.3,-0.0,86.36,9.36,-0.0,85.83,9.42,-0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1269,18,5316,9300,0,7.0,8.0,-2.0,0.0,3.0,6.0,7.0,10.0,11.0,11.0,11.0,11.0,14.0,0.0,3.0,6.0,6.0,7.0,9.0,9.0,10.0,11.0,12.0,-3.0,0.0,1.0,1.0,2.0,2.0,0.0,-1.0,-4.0,-3.0,1.0,0,1,18.0,89.0,4.0,0.0,85.0,4.0,0.0,81.0,4.25,0.0,77.6,4.4,0.0,74.5,4.67,0.0,71.57,4.86,0.0,70.12,5.0,0.0,69.56,5.11,0.0,69.6,5.2,0.1,70.0,5.36,0.2,70.58,5.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1270,18,5487,8500,1,16.0,1.0,-9.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0,9.0,9.0,1.0,2.0,2.0,3.0,3.0,4.0,6.0,7.0,9.0,9.0,0.0,0.0,-1.0,-1.0,-3.0,-3.0,-3.0,-3.0,-1.0,-2.0,-15.0,0,1,20.5,78.5,4.0,0.0,83.33,4.0,0.0,83.75,4.0,0.0,82.4,4.0,0.0,80.17,4.17,0.0,77.86,4.29,0.0,75.5,4.5,0.0,73.11,4.67,0.0,71.8,4.8,0.0,71.18,4.91,0.0,71.08,5.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1271,18,0,16100,0,6.0,13.0,0.0,3.0,6.0,6.0,6.0,7.0,8.0,9.0,9.0,12.0,13.0,2.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,11.0,13.0,2.0,3.0,1.0,-1.0,-1.0,-1.0,-1.0,-3.0,-1.0,-1.0,7.0,0,1,20.5,58.0,3.0,-0.0,54.33,3.0,-0.0,53.25,3.25,-0.0,53.4,3.4,-0.0,54.0,3.67,-0.0,55.43,3.86,-0.0,57.38,4.12,-0.0,59.67,4.33,-0.0,61.7,4.5,-0.0,63.55,4.55,-0.0,65.25,4.58,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1272,19,3497,7226,0,10.0,4.0,-7.0,0.0,1.0,1.0,1.0,4.0,5.0,8.0,9.0,9.0,12.0,1.0,2.0,2.0,3.0,4.0,4.0,7.0,8.0,9.0,11.0,-1.0,-1.0,-4.0,-6.0,-5.0,-5.0,-4.0,-4.0,-5.0,-3.0,-6.0,0,1,18.0,99.5,6.0,0.0,98.67,6.0,0.0,98.0,6.25,0.0,97.6,6.4,0.0,97.5,6.5,0.0,97.43,6.71,0.0,97.38,6.75,0.0,97.33,6.78,0.0,97.3,6.7,0.0,97.36,6.64,0.0,97.5,6.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1273,19,8827,42105,0,14.0,15.0,-3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,10.0,10.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,8.0,11.0,12.0,-1.0,-2.0,-5.0,-6.0,-8.0,-7.0,-7.0,-4.0,-2.0,-3.0,1.0,0,1,15.5,81.5,8.0,0.0,74.67,8.0,0.0,68.0,8.25,0.0,62.2,8.2,0.0,56.67,8.17,0.0,51.43,8.0,0.0,47.75,7.88,0.0,45.0,7.78,0.0,43.0,7.7,0.0,43.45,7.64,0.0,45.75,7.67,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1274,19,3531,16100,0,7.0,9.0,-2.0,0.0,3.0,6.0,6.0,6.0,7.0,8.0,9.0,9.0,12.0,0.0,2.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,11.0,-2.0,0.0,1.0,-1.0,-3.0,-3.0,-3.0,-3.0,-5.0,-3.0,2.0,0,1,18.0,84.5,6.5,0.0,80.0,6.67,0.0,75.25,6.75,0.0,68.8,7.0,0.0,61.33,7.17,0.0,53.29,7.43,0.0,48.62,7.5,0.0,46.11,7.44,0.0,45.2,7.3,0.0,46.36,7.09,0.0,49.08,6.92,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1275,19,6734,22386,0,12.0,16.0,-7.0,3.0,3.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,10.0,2.0,2.0,3.0,3.0,4.0,5.0,7.0,7.0,8.0,9.0,2.0,0.0,1.0,-1.0,-1.0,-4.0,-5.0,-8.0,-9.0,-8.0,4.0,0,1,20.5,92.0,6.0,0.0,94.67,6.0,0.0,91.25,6.0,0.0,85.2,5.8,0.0,78.0,5.67,0.0,71.29,5.71,0.0,64.88,5.75,0.0,58.67,5.89,0.0,55.7,6.0,0.0,55.18,6.0,0.0,56.5,6.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1276,19,5372,6962,1,13.0,5.0,-11.0,0.0,1.0,1.0,4.0,5.0,8.0,9.0,10.0,13.0,13.0,1.0,3.0,4.0,6.0,7.0,9.0,11.0,11.0,13.0,13.0,-3.0,-3.0,-4.0,-2.0,-2.0,0.0,0.0,0.0,1.0,-5.0,-8.0,0,1,18.0,16.5,3.0,0.0,14.67,3.0,0.0,13.0,3.0,0.0,11.4,3.2,0.0,10.0,3.5,0.0,8.57,3.86,0.0,7.5,4.12,0.0,6.78,4.22,0.0,6.2,4.2,0.0,6.45,4.09,0.0,7.33,3.92,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1277,19,6006,10037,0,1.0,3.0,12.0,0.0,3.0,6.0,9.0,12.0,12.0,13.0,16.0,19.0,22.0,2.0,5.0,8.0,11.5,12.5,14.0,16.0,17.0,19.0,21.0,-3.0,0.0,2.0,4.0,6.0,5.0,5.0,6.0,7.0,8.0,2.0,0,1,18.0,16.0,5.0,0.0,13.67,5.0,0.0,11.5,5.0,0.0,9.8,5.2,0.0,8.5,5.5,0.0,7.29,5.71,0.0,6.62,5.88,0.0,6.22,5.89,0.0,6.1,5.8,0.0,6.55,5.64,0.0,7.42,5.42,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1278,19,20100,33130,0,6.0,2.0,10.0,0.0,0.0,1.0,4.0,5.0,8.0,9.0,9.0,10.0,13.0,0.0,1.0,2.0,5.0,5.0,9.0,9.0,9.0,9.0,15.0,-2.0,-3.0,-3.0,-1.0,-1.0,2.0,2.0,1.0,1.0,7.0,-4.0,0,1,18.0,98.5,10.0,0.0,97.0,9.67,0.0,95.5,9.5,0.0,94.6,9.4,0.0,94.0,9.33,0.0,93.57,9.29,0.0,92.62,9.12,0.0,91.44,8.89,0.0,90.0,8.7,0.0,87.09,8.45,0.0,83.08,8.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1279,19,6780,15550,0,8.0,11.0,-4.0,0.0,0.0,0.0,3.0,3.0,6.0,9.0,10.0,11.0,11.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,-1.0,-3.0,-4.0,-3.0,-4.0,-3.0,-2.0,-2.0,-2.0,-4.0,3.0,0,1,15.5,6.5,5.5,0.0,5.33,6.0,0.0,4.0,6.5,0.0,3.4,6.6,0.0,3.0,6.5,0.0,2.86,6.29,0.0,4.12,6.0,0.0,6.33,5.67,0.0,9.2,5.4,0.0,11.73,5.18,0.0,14.08,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1280,20,4282,42771,0,16.0,11.0,-10.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,5.0,-1.0,-1.0,-1.0,-2.0,-5.0,-5.0,-6.0,-7.0,-7.0,-8.0,-5.0,0,1,18.0,97.5,4.0,0.0,95.0,4.0,0.0,92.5,4.0,0.0,91.0,4.2,0.0,90.17,4.33,0.0,89.71,4.57,0.0,86.25,4.62,0.0,80.89,4.56,0.0,74.2,4.4,0.0,68.36,4.18,0.0,63.25,3.92,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1281,20,9527,42105,0,13.0,8.0,-2.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,10.0,13.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,9.0,12.0,1.0,0.0,-1.0,-4.0,-5.0,-7.0,-6.0,-6.0,-3.0,-1.0,-5.0,0,1,18.0,84.0,5.0,0.0,85.33,5.0,0.0,86.5,5.0,0.0,86.8,5.0,0.0,86.5,5.0,0.0,86.0,5.14,0.0,85.5,5.12,0.0,84.89,5.11,0.0,84.3,5.1,0.0,83.64,5.09,0.0,83.0,5.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
